放送内容,分類,出演者,初回放送,告知サイト,まとめ,お知らせまとめ2,お知らせまとめ3,アーカイブ
『TOKYO DREAM PARK開業記念 有明春祭り』声優と春祭り Day2,外部イベント,阿部里果、天野聡美、涼本あきほ、峯田茉優、土佐兄弟、土佐卓也(土佐兄弟)、土佐有輝(土佐兄弟),2026/03/29(日) 11:00,https://x.com/tv_asahi_fes/status/2036367421200801999,,,,
トモカラ!!!-Premium-＜希水しお・結名美月・関根瞳＞ 昼の部,外部イベント,希水しお、結名美月、関根瞳,2026/03/29(日) 14:00,https://x.com/tomokara_vg/status/2023729474521514388,,,,
トモカラ!!!-Premium-＜希水しお・結名美月・関根瞳＞ 夜の部,外部イベント,希水しお、結名美月、関根瞳,2026/03/29(日) 17:30,https://x.com/tomokara_vg/status/2023729474521514388,,,,
シャニマス生配信 ～8周年スタートSP～,シャニマス生配信,菅沼千紗、丸岡和佳奈、涼本あきほ、高山祐介,2026/03/29(日) 19:10,https://idolmaster-official.jp/news/01_18358,https://idolmaster-official.jp/news/01_18348,,,
『THE IDOLM@STER SHINY COLORS 2nd season LIVE Over the prism』Blu-ray【アソビストア特装版】ご予約特典イベント,シャニアニイベント,峯田茉優、田中有紀、田嶌紗蘭、池田ななこ,2026/04/10(金) 19:00,https://idolmaster-official.jp/news/01_17800,,,,
人狼バトル THE NIGHTMARE PRINCESS 2026 APRIL 2ndバトル 第１部,外部イベント,大倉紬、涼本あきほ、武田羅梨沙多胡、七海こころ、結名美月,2026-04-12 (日) 14:15,https://x.com/jinroubattle_va/status/2016436090740040150,,,,
人狼バトル THE NIGHTMARE PRINCESS 2026 APRIL 2ndバトル 第２部,外部イベント,大倉紬、涼本あきほ、武田羅梨沙多胡、七海こころ、結名美月,2026-04-12 (日) 17:45,https://x.com/jinroubattle_va/status/2016436090740040150,,,,
SEASIDE NexT Girl's Presents～GAMING FESTA 2026～ 夜の部,外部イベント,奥野香耶、立花日菜、丸岡和佳奈、関根瞳,2026-04-12 (日) 18:15,https://seaside-station.net/event/2026s/gamingfesta2026/,,,,
BASE TAKAYAMA シャニマス∞th LIVE直前配信！,高山配信、ライブ直前生配信,高山祐介,2026/04/24(金) 19:00,,,,,https://youtu.be/EmT_edEzscI?si=ZOan3ysI8dSM8adf
シャニマス生配信 8th Anniversary SP ～8周年の愛を込めて～,シャニマス生配信,八巻アンナ、希水しお、幸村恵理、高山祐介,2026/04/27(月) 19:00,https://idolmaster-official.jp/news/01_18603,https://idolmaster-official.jp/news/01_18604,https://idolmaster-official.jp/news/01_18602,,
音楽朗読劇 オペラ座の怪人 4月30日,外部イベント,高橋広樹、比留間俊哉、竹内栄治、夏目響平、礒部花凜,2026/04/30(木) 19:00,https://rodokugeki.com/phantom/,,,,
ボイスガレッジPresents トモカラ!!!-Premium- 昼の部,外部イベント,紫月杏朱彩、菅沼千紗、芝崎典子,2026-05-03 (日) 14:00,https://x.com/tomokara_vg/status/2026266082668077326,,,,
和泉風花の「おいでよ！いずみんち」02 夜の部,外部イベント,和泉風花、涼本あきほ、八巻アンナ,2026-05-03 (日) 17:00,https://x.com/wktk_live/status/2034208690627330488,,,,
ボイスガレッジPresents トモカラ!!!-Premium- 夜の部,外部イベント,紫月杏朱彩、菅沼千紗、芝崎典子,2026-05-03 (日) 17:30,https://x.com/tomokara_vg/status/2026266082668077326,,,,
いそべかりんのぽかぽかおたんじょう日和2026 第１部,外部イベント,礒部花凜、芝崎典子、宮平享奈緒(セブンbyセブン),2026/05/24(日) 13:30,https://x.com/Carin_Official/status/2045785241764151555,,,,
ときめきエターナル girls edition 2部(2026年5月24日),外部イベント,八巻アンナ、結名美月,2026-05-24 (日) 16:30,https://lunafield.jp/tokietagirls/,,,,
シャニソン 運営レター生配信,運営レター,高山祐介,2026/05/28(木) 19:00,https://idolmaster-official.jp/news/01_18889,https://idolmaster-official.jp/news/01_18890,,,
鷲崎健・河野ひより 8ぶおんぶ トークイベント Vol.2【1部】,外部イベント,鷲崎健、河野ひより、希水しお,2026-05-30 (土) 14:00,https://hibiki-radio.jp/description/8buonbu/informations,,,,
鷲崎健・河野ひより 8ぶおんぶ トークイベント Vol.2【2部】,外部イベント,鷲崎健、河野ひより、希水しお,2026-05-30 (土) 17:30,https://hibiki-radio.jp/description/8buonbu/informations,,,,
Code/OMERTA 昼公演 芝崎典子,外部イベント,芝崎典子、菅沼千紗、黒木ほの香、涼本あきほ、土屋李央、丸岡和佳奈,2026-05-31 14:00,https://www.eventernote.com/events/463975,,,,
Code/OMERTA 夜公演 芝崎典子,外部イベント,芝崎典子、菅沼千紗、黒木ほの香、河野ひより、涼本あきほ、丸岡和佳奈,2026-05-31 18:15,https://www.eventernote.com/events/463977,,,,
ALiCE Eyez FANMEETING 2026 JUNE 第1部,外部イベント,ALiCE Eyez、涼本あきほ、風間万裕子、紫月杏朱彩、田中那実,2026-06-14 (日) 14:30,https://x.com/MARINEGIRLSUNIT/status/2049088740195201298,,,,
ALiCE Eyez FANMEETING 2026 JUNE 第2部,外部イベント,ALiCE Eyez、涼本あきほ、風間万裕子、紫月杏朱彩、田中那実,2026-06-14 (日) 17:30,https://x.com/MARINEGIRLSUNIT/status/2049088740195201298,,,,
土屋李央のGaming BASE イベント 第2部 『Gaming Growth ファンミーティング with 菅沼千紗』,外部イベント,土屋李央、菅沼千紗,2026-06-20 (土) 19:00,https://ch.nicovideo.jp/Tsuchiya-Rio/blomaga/ar2231590,,,,
ことばとば【1部】(2026年6月27日),外部イベント,菅沼千紗、八巻アンナ,2026-06-27 (土) 12:00,https://x.com/threclohiragana/status/2031656405829329311,,,,
ことばとば【2部】(2026年6月27日),外部イベント,菅沼千紗、八巻アンナ,2026-06-27 (土) 16:00,https://x.com/threclohiragana/status/2031656405829329311,,,,
"関根といえばイベントでしょ！～し""ゃ""く""ね""つ""～ 第２部",外部イベント,関根瞳、涼本あきほ,2026-07-05 (日) 18:30,https://ch.nicovideo.jp/onetone/blomaga/ar2232869,,,,
菅沼千紗・結名美月・黒木ほの香・北原沙弥香のTAI GAME²!!（対ゲーム スクエアード）昼の部 菅沼千紗,外部イベント,菅沼千紗、結名美月、黒木ほの香、北原沙弥香,2026-07-12 14:00,https://www.eventernote.com/events/480022,,,,
菅沼千紗・結名美月・黒木ほの香・北原沙弥香のTAI GAME²!!（対ゲーム スクエアード）夜の部 菅沼千紗,外部イベント,菅沼千紗、結名美月、黒木ほの香、北原沙弥香,2026-07-12 17:00,https://www.eventernote.com/events/480023,,,,
「花語り 源⽒物語 〜 いにしえの恋、散リ咲ク花 〜」7/12 12:00,外部イベント,鮎川太陽、綾凰華、和合真一、内田秀、高井千帆、星守紗凪、瀬戸かずや、内海光司、槙原唯、武井和歩、真島淳、七瀬悠,2026-07-12 (日) 12:00,https://hanagatari-genji.com/,,,,
深町寿成と芝崎典子のAIが作り出したくらいにはすご〜っく普通なラジオのすご〜っく普通なイベント 昼の部,外部イベント,深町寿成、芝崎典子、前川涼子,2026-07-18 (土) 13:00,https://x.com/futsu_vg/status/2072923417548869774,,,,
2026第25回 台湾漫画博覧会【アイマス、アイに行きマス！in 台湾漫画博覧会】,ブランド合同イベント,山根綺、川口莉奈,2026/07/23(木) 15:00,https://idolmaster-official.jp/news/01_19042,https://idolmaster-official.jp/news/01_19117,,,
黒木ほの香・芝崎典子スペシャルトークショー ～イオンモール新利府、おじゃまします♪～ 黒木ほの香,外部イベント,黒木ほの香、芝崎典子,2026-07-26 14:00,https://www.eventernote.com/events/482134,,,,
シャニマス生配信 ～君と過ごしたあの夏スペシャル～,シャニマス生配信,礒部花凛、永井真里子、黒木ほの香、高山祐介,2026/07/30(木) 12:00,https://idolmaster-official.jp/news/01_19141,https://idolmaster-official.jp/news/01_19142,,,
リーディングシアター『0と1と私／めぐる』8月1日 昼の部,外部イベント,河野ひより、菅叶和、紫月杏朱彩、星谷美緒,2026-08-01 (土) 14:00,https://x.com/piyo_kikaku/status/2070809666867610027,,,,
リーディングシアター『0と1と私／めぐる』8月1日 夜の部,外部イベント,河野ひより、菅叶和、紫月杏朱彩、星谷美緒,2026-08-01 (土) 17:30,https://x.com/piyo_kikaku/status/2070809666867610027,,,,
ヘブンバーンズレッド4.5thフェス,外部イベント,楠木ともり、前川涼子、伊波杏樹、天海由梨奈、芹澤優、古賀葵、She is Legend、田口尚平、柿沼洋平(ヘブンバーンズレッドプロデューサー),2026-08-02 (日) 18:00,https://eplus.jp/sf/event/heaven-burns-red-4-half,,,,
Animethon 2026 THE IDOLM@STER SHINY COLORS Special Talk Panel,海外イベント,北原沙弥香、紫月杏朱彩、田嶌紗蘭,2026/08/07(金) 16:00,https://animethon.ca/,,,,
Animethon 2026 THE IDOLM@STER SHINY COLORS Autograph Session,海外イベント,北原沙弥香、紫月杏朱彩、田嶌紗蘭,2026/08/08(土) 13:30,https://animethon.ca/,,,,
Animethon 2026 Closing Ceremony,海外イベント,北原沙弥香、紫月杏朱彩、田嶌紗蘭、Ma’Scar’Piece from電音部、Who-ya Extended、野島健児,2026/08/09(日) 17:00,https://builder.guidebook.com/g/#/guides/animethon2026/schedule/sessions/32804981,https://animethon.ca/,,,
ボイスガレッジ サマーパーティー 2026〜Side Girls〜 昼の部,外部イベント,郁原ゆう、丸岡和佳奈、菅沼千紗、菅叶和、梅澤めぐ、川村玲奈、芝崎典子、湊みや,2026-08-16 (日) 14:00,https://x.com/voicegarage_ch/status/2065056332282241504,,,,
峯田茉優のカラオケルーム404 1周年記念イベント 1部,外部イベント,峯田茉優、涼本あきほ,2026/08/16(日) 14:00,https://x.com/ROOM404min/status/2077000160924807225,,,,
ボイスガレッジ サマーパーティー 2026〜Side Girls〜 夜の部,外部イベント,郁原ゆう、丸岡和佳奈、菅沼千紗、菅叶和、梅澤めぐ、川村玲奈、芝崎典子、湊みや,2026-08-16 (日) 17:30,https://x.com/voicegarage_ch/status/2065056332282241504,,,,
峯田茉優のカラオケルーム404 1周年記念イベント 2部,外部イベント,峯田茉優、涼本あきほ,2026/08/16(日) 18:00,https://x.com/ROOM404min/status/2077000160924807225,,,,
【出演者追加】村上奈津実・小澤麗那のGamer放送局ファイナルイベント 第2部 村上奈津実,外部イベント,村上奈津実、小澤麗那、黒木ほの香,2026-08-22 17:30,https://www.eventernote.com/events/483804,,,,
wktkライブ5周年記念4番組合同イベント ~ wktklive festival 01 ~ 昼の部 涼本あきほ,外部イベント,涼本あきほ、幸村恵理、和泉風花、北原沙弥香、永井真里子、八巻アンナ、黒木ほの香,2026-08-23 14:00,https://www.eventernote.com/events/479548,,,,
wktkライブ5周年記念4番組合同イベント ~ wktklive festival 01 ~ 夜の部 涼本あきほ,外部イベント,涼本あきほ、幸村恵理、和泉風花、北原沙弥香、永井真里子、芝崎典子、黒木ほの香,2026-08-23 17:30,https://www.eventernote.com/events/479550,,,,
MYSTERY LIVE THEATER『M.L.T』day2 第１部,外部イベント,飯田ヒカル、田中那実、涼本あきほ、結名美月、咲々木瞳、星谷美緒,2026-09-13 (日) 14:45,https://x.com/Marine__girls/status/2086787748183392353,,,,
MYSTERY LIVE THEATER『M.L.T』day2 第２部,外部イベント,飯田ヒカル、田中那実、涼本あきほ、結名美月、咲々木瞳、星谷美緒,2026-09-13 (日) 17:45,https://x.com/Marine__girls/status/2086787748183392353,,,,
NAGANO ANIERA FESTA 2026 DAY1,外部イベント,愛美、atsuko(angela)、KATSU(angela)、伊藤美来、谷山紀章、飯塚昌明、幹葉、茅原実里、TRUE(唐沢美帆)、春日さくら、咲川ひなの、本村玲奈、三波春香、百瀬帆南、峯田茉優、レトラ、高柳知葉、大空直美、井上遥乃、日原あゆみ、田中有紀、ChouCho、きみコ(nano.RIPE)、ササキジュン(nano.RIPE)、南條愛乃、アリステティア・ランフィール、小江戸熒、小坂井祐莉絵、白玖ウタノ、DJ WILDPARTY、ぽにょ皇子、つんこ、ヨノ,2026/09/19(土) 12:00,https://x.com/Aniera_Japan/status/1994967117784141996,,,,
トカトントンオールスター2026[昼の部] 鷲崎健,外部イベント,鷲崎健、青木佑磨、YURiKA、黒木ほの香、前川涼子、村上まなつ、学園祭学園、栗田優、市川太一(学園祭学園)、阿部草介、野本ほたる、安月名莉子、内田稔、長谷川浩二(放送作家)、ゆい(妖精帝國)、中島怜,2026-10-12 14:00,https://www.eventernote.com/events/477627,,,,
トカトントンオールスター2026[夜の部] 鷲崎健,外部イベント,鷲崎健、青木佑磨、YURiKA、黒木ほの香、前川涼子、村上まなつ、学園祭学園、栗田優、市川太一(学園祭学園)、阿部草介、野本ほたる、安月名莉子、内田稔、長谷川浩二(放送作家)、ゆい(妖精帝國)、中島怜,2026-10-12 18:30,https://www.eventernote.com/events/477628,,,,
音泉祭り2027東京,外部イベント,青山なぎさ、飯田ヒカル、飯塚麻結、内山悠里菜、大渕野々花、緒方佑奈、小野賢章、佳原萌枝、岸本卓也、希水しお、高野麻里佳、佐伯伊織(NU-KO)、早乙女じょうじ、佐々木琴子、篠原侑、下野紘、鈴木愛奈、涼本あきほ、鷹村彩花、種田梨沙、月音こな、照井悠希、土岐隼一、中村カンナ、長月あおい、七瀬つむぎ、波多野翔、稗田寧々、松井恵理子、松岡禎丞、松田彩音、岬なこ、峯田大夢、村上まなつ、守屋亨香、結川あさき、DIALOGUE＋,2027-02-13 (土) 14:40,https://www.onsen.ag/sp/onsenfes2026/,,,,
ハチサマ2 Hachinai Spring LIVE 2019 〜始まりの合図〜 【夜の部】 西田望見,外部イベント,西田望見、近藤玲奈、南早紀、井上ほの花、佐伯伊織(NU-KO)、白石晴香、立花理香、芝崎典子、朝日奈丸佳、HUiT、Clutch!,2019-04-06 18:00,https://www.eventernote.com/events/188412,,,,
FAN!FAM!!FUN!!!Limited!!!! 2部 芝崎典子,外部イベント,芝崎典子、幸村恵理,2021-07-17 18:00,https://www.eventernote.com/events/278132,,,,
FAN!FAM!!FUN!!!Limited!!!! 1部 芝崎典子,外部イベント,芝崎典子、幸村恵理,2021-07-17 14:30,https://www.eventernote.com/events/278131,,,,
【リアルイベント】これが北原沙弥香の祭典-This is KITAHARA Fes-夜公演 北原沙弥香,外部イベント,北原沙弥香、芝崎典子,2023-05-14 18:00,https://www.eventernote.com/events/342300,,,,
ことばとば【2部】(2026年6月28日) 芝崎典子,外部イベント,芝崎典子、田嶌紗蘭,2026-06-28 16:00,https://www.eventernote.com/events/466715,,,,
